NUPATRIMONIO,DTAQUISICAO
30578,2011-12-11
30579,2011-12-11
30580,2011-12-11
30581,2011-12-11
30582,2011-12-11
30583,2011-12-11
30584,2011-12-11
30585,2011-12-11
30586,2011-12-11
30587,2011-12-11
30588,2011-12-11
30589,2011-12-11
30590,2011-12-11
30591,2011-12-11
30592,2011-12-11
30593,2011-12-11
30594,2011-12-11
30595,2011-12-11
30596,2011-12-11
30597,2011-12-11
30598,2011-12-11
30599,2011-12-11
30600,2011-12-11
30601,2011-12-11
30602,2011-12-11
30603,2011-12-11
30604,2011-12-11
30605,2011-12-11
30606,2011-12-11
30607,2011-12-11
30608,2011-12-11
30609,2011-12-11
30610,2011-12-11
30611,2011-12-11
30612,2011-12-11
30613,2011-12-11
30614,2011-12-11
30615,2011-12-11
30616,2011-12-11
30617,2011-12-11
30618,2011-12-11
30619,2011-12-11
30620,2011-12-11
30621,2011-12-11
30622,2011-12-11
30623,2011-12-11
30624,2011-12-11
30625,2011-12-11
30626,2011-12-11
30627,2011-12-11
30628,2011-12-11
30629,2011-12-11
30630,2011-12-11
30631,2011-12-11
30632,2011-12-11
30633,2011-12-11
30634,2011-12-11
30635,2011-12-11
30636,2011-12-11
30637,2011-12-11
30638,2011-12-11
30639,2011-12-11
30640,2011-12-11
30641,2011-12-11
30642,2011-12-11
30643,2011-12-11
30644,2011-12-11
30645,2011-12-11
30646,2011-12-11
30647,2011-12-11
30648,2011-12-11
30649,2011-12-11
30650,2011-12-11
30651,2011-12-11
30652,2011-12-11
30653,2011-12-11
30654,2011-12-11
30655,2011-12-11
30656,2011-12-11
30657,2011-12-11
30658,2011-12-11
30659,2011-12-11
30660,2011-12-11
30661,2011-12-11
30662,2011-12-11
30663,2011-12-11
30664,2011-12-11
30665,2011-12-11
30666,2011-12-11
30667,2011-12-11
30668,2011-12-11
30669,2011-12-11
30670,2011-12-11
30671,2011-12-11
30672,2011-12-11
30673,2011-12-11
30674,2011-12-11
30675,2011-12-11
30676,2011-12-11
30677,2011-12-11
30678,2011-12-11
30679,2011-12-11
30680,2011-12-11
30681,2011-12-11
30682,2011-12-11
30683,2011-12-11
30684,2011-12-11
30685,2011-12-11
30686,2011-12-11
30687,2011-12-11
30688,2011-12-11
30689,2011-12-11
30690,2011-12-11
30691,2011-12-11
30692,2011-12-11
30693,2011-12-11
30694,2011-12-11
30695,2011-12-11
30696,2011-12-11
30697,2011-12-11
30698,2011-12-11
30699,2011-12-11
30700,2011-12-11
30701,2011-12-11
30702,2011-12-11
30703,2011-12-11
30704,2011-12-11
30705,2011-12-11
30706,2011-12-11
30707,2011-12-11
30708,2011-12-11
30709,2011-12-11
30710,2011-12-11
30711,2011-12-11
30712,2011-12-11
30713,2011-12-11
30714,2011-12-11
30715,2011-12-11
30716,2011-12-11
30717,2011-12-11
30718,2011-12-11
30719,2011-12-11
30720,2011-12-11
30721,2011-12-11
30722,2011-12-11
30723,2011-12-11
30724,2011-12-11
30725,2011-12-11
30726,2011-12-11
30727,2011-12-11
30728,2011-12-11
30729,2011-12-11
30730,2011-12-11
30731,2011-12-11
30732,2011-12-11
30733,2011-12-11
30734,2011-12-11
30735,2011-12-11
30736,2011-12-11
30737,2011-12-11
30738,2011-12-11
30739,2011-12-11
30740,2011-12-11
30741,2011-12-11
30742,2011-12-11
30743,2011-12-11
30744,2011-12-11
30745,2011-12-11
30746,2011-12-11
30747,2011-12-11
30748,2011-12-11
30749,2011-12-11
30750,2011-12-11
30751,2011-12-11
30752,2011-12-11
30753,2011-12-11
30754,2011-12-11
30755,2011-12-11
30756,2011-12-11
30757,2011-12-11
30758,2011-12-11
30759,2011-12-11
30760,2011-12-11
30761,2011-12-11
30762,2011-12-11
30763,2011-12-11
30764,2011-12-11
30765,2011-12-11
30766,2011-12-11
30767,2011-12-11
30768,2011-12-11
30769,2011-12-11
30770,2011-12-11
30771,2011-12-11
30772,2011-12-11
30773,2011-12-11
30774,2011-12-11
30775,2011-12-11
30776,2011-12-11
30777,2011-12-11
30778,2011-12-11
30779,2011-12-11
30780,2011-12-11
30781,2011-12-11
30782,2011-12-11
30783,2011-12-11
30784,2011-12-11
30785,2011-12-11
30786,2011-12-11
30787,2011-12-11
30788,2011-12-11
30789,2011-12-11
30790,2011-12-11
30791,2011-12-11
30792,2011-12-11
30793,2011-12-11
30794,2011-12-11
30795,2011-12-11
30796,2011-12-11
30797,2011-12-11
30798,2011-12-11
30799,2011-12-11
30800,2011-12-11
30801,2011-12-11
30802,2011-12-11
30803,2011-12-11
30804,2011-12-11
30805,2011-12-11
30806,2011-12-11
30807,2011-12-11
30808,2011-12-11
30809,2011-12-11
30810,2011-12-11
30811,2011-12-11
30812,2011-12-11
30813,2011-12-11
30814,2011-12-11
30815,2011-12-11
30816,2011-12-11
30817,2011-12-11
30818,2011-12-11
30819,2011-12-11
30820,2011-12-11
30821,2011-12-11
30822,2011-12-11
30823,2011-12-11
30824,2011-12-11
30825,2011-12-11
30826,2011-12-11
30827,2011-12-11
30828,2011-12-11
30829,2011-12-11
30830,2011-12-11
30831,2011-12-11
30832,2011-12-11
30833,2011-12-11
30834,2011-12-11
30835,2011-12-11
30836,2011-12-11
30837,2011-12-11
30838,2011-12-11
30839,2011-12-11
30840,2011-12-11
30841,2011-12-11
30842,2011-12-11
30843,2011-12-11
30844,2011-12-11
30845,2011-12-11
30846,2011-12-11
30847,2011-12-11
30848,2011-12-11
30849,2011-12-11
30850,2011-12-11
30851,2011-12-11
30852,2011-12-11
30853,2011-12-11
30854,2011-12-11
30855,2011-12-11
30856,2011-12-11
30857,2011-12-11
30858,2011-12-11
30859,2011-12-11
30860,2011-12-11
30861,2011-12-11
30862,2011-12-11
30863,2011-12-11
30864,2011-12-11
30865,2011-12-11
30866,2011-12-11
30867,2011-12-11
30868,2011-12-11
30869,2011-12-11
30870,2011-12-11
30871,2011-12-11
30872,2011-12-11
30873,2011-12-11
30874,2011-12-11
30875,2011-12-11
30876,2011-12-11
30877,2011-12-11
30878,2011-12-11
30879,2011-12-11
30880,2011-12-11
30881,2011-12-11
30882,2011-12-11
30883,2011-12-11
30884,2011-12-11
30885,2011-12-11
30886,2011-12-11
30887,2011-12-11
30888,2011-12-11
30889,2011-12-11
30890,2011-12-11
30891,2011-12-11
30892,2011-12-11
30893,2011-12-11
30894,2011-12-11
30895,2011-12-11
30896,2011-12-11
30897,2011-12-11
30898,2011-12-11
30899,2011-12-11
30900,2011-12-11
30901,2011-12-11
30902,2011-12-11
30903,2011-12-11
30904,2011-12-11
30905,2011-12-11
30906,2011-12-11
30907,2011-12-11
30908,2011-12-11
30909,2011-12-11
30910,2011-12-11
30911,2011-12-11
30912,2011-12-11
30913,2011-12-11
30914,2011-12-11
30915,2011-12-11
30916,2011-12-11
30917,2011-12-11
30918,2011-12-11
30919,2011-12-11
30920,2011-12-11
30921,2011-12-11
30922,2011-12-11
30923,2011-12-11
30924,2011-12-11
30925,2011-12-11
30926,2011-12-11
30927,2011-12-11
30928,2011-12-11
30929,2011-12-11
30930,2011-12-11
30931,2011-12-11
30932,2011-12-11
30933,2011-12-11
30934,2011-12-11
30935,2011-12-11
30936,2011-12-11
30937,2011-12-11
30938,2011-12-11
30939,2011-12-11
30940,2011-12-11
30941,2011-12-11
30942,2011-12-11
30943,2011-12-11
30944,2011-12-11
30945,2011-12-11
30946,2011-12-11
30947,2011-12-11
30948,2011-12-11
30949,2011-12-11
30950,2011-12-11
30953,2011-12-11
30954,2011-12-11
30955,2011-12-11
30956,2011-12-11
30957,2011-12-11
30958,2011-12-11
30959,2011-12-11
30960,2011-12-11
30961,2011-12-11
30962,2011-12-11
30963,2011-12-11
30964,2011-12-11
30965,2011-12-11
30966,2011-12-11
30967,2011-12-11
30968,2011-12-11
30969,2011-12-11
30970,2011-12-11
30971,2011-12-11
30972,2011-12-11
30973,2011-12-11
30974,2011-12-11
30975,2011-12-11
30976,2011-12-11
30977,2011-12-11
30978,2011-12-11
30979,2011-12-11
30980,2011-12-11
30981,2011-12-11
30982,2011-12-11
30983,2011-12-11
30984,2011-12-11
30985,2011-12-11
30986,2011-12-11
30987,2011-12-11
30988,2011-12-11
30991,2011-12-11
30992,2011-12-11
30993,2011-12-11
30994,2011-12-11
30995,2011-12-11
30996,2011-12-11
30997,2011-12-11
30998,2011-12-11
30999,2011-12-11
31000,2011-12-11
31002,2011-12-11
31003,2011-12-11
31004,2011-12-11
31005,2011-12-11
31006,2011-12-11
31007,2011-12-11
31008,2011-12-11
31009,2011-12-11
31010,2011-12-11
31011,2011-12-11
31012,2011-12-11
31013,2011-12-11
31014,2011-12-11
31015,2011-12-11
31016,2011-12-11
31017,2011-12-11
31018,2011-12-11
31019,2011-12-11
31020,2011-12-11
31021,2011-12-11
31022,2011-12-11
31023,2011-12-11
31024,2011-12-11
31025,2011-12-11
31026,2011-12-11
31027,2011-12-11
31028,2011-12-11
31029,2011-12-11
31030,2011-12-11
31031,2011-12-11
31032,2011-12-11
31033,2011-12-11
31034,2011-12-11
31035,2011-12-11
31036,2011-12-11
31037,2011-12-11
31038,2011-12-11
31039,2011-12-11
31040,2011-12-11
31042,2011-12-11
31043,2011-12-11
31044,2011-12-11
31045,2011-12-11
31046,2011-12-11
31047,2011-12-11
31048,2011-12-11
31049,2011-12-11
31050,2011-12-11
31051,2011-12-11
31052,2011-12-11
31053,2011-12-11
31054,2011-12-11
31055,2011-12-11
31056,2011-12-11
31057,2011-12-11
31058,2011-12-11
31059,2011-12-11
31060,2011-12-11
31061,2011-12-11
31062,2011-12-11
31063,2011-12-11
31064,2011-12-11
31065,2011-12-11
31066,2011-12-11
31067,2011-12-11
31068,2011-12-11
31069,2011-12-11
31070,2011-12-11
31071,2011-12-11
31072,2011-12-11
31073,2011-12-11
31074,2011-12-11
31075,2011-12-11
31076,2011-12-11
31077,2011-12-11
31078,2011-12-11
31079,2011-12-11
31080,2011-12-11
31081,2011-12-11
31082,2011-12-11
31083,2011-12-11
31084,2011-12-11
31085,2011-12-11
31086,2011-12-11
31087,2011-12-11
31088,2011-12-11
31089,2011-12-11
31090,2011-12-11
31091,2011-12-11
31092,2011-12-11
31093,2011-12-11
31094,2011-12-11
31095,2011-12-11
31096,2011-12-11
31097,2011-12-11
31098,2011-12-11
31099,2011-12-11
31100,2011-12-11
31103,2011-12-11
31104,2011-12-11
31105,2011-12-11
31106,2011-12-11
31107,2011-12-11
31108,2011-12-11
31109,2011-12-11
31110,2011-12-11
31111,2011-12-11
31112,2011-12-11
31113,2011-12-11
31114,2011-12-11
31115,2011-12-11
31116,2011-12-11
31117,2011-12-11
31118,2011-12-11
31119,2011-12-11
31120,2011-12-11
31121,2011-12-11
31122,2011-12-11
31123,2011-12-11
31124,2011-12-11
31125,2011-12-11
31126,2011-12-11
31127,2011-12-11
31128,2011-12-11
31129,2011-12-11
31130,2011-12-11
31131,2011-12-11
31132,2011-12-11
31133,2011-12-11
31134,2011-12-11
31135,2011-12-11
31136,2011-12-11
31137,2011-12-11
31138,2011-12-11
31139,2011-12-11
31140,2011-12-11
31141,2011-12-11
31142,2011-12-11
31143,2011-12-11
31144,2011-12-11
31145,2011-12-11
31146,2011-12-11
31147,2011-12-11
31148,2011-12-11
31149,2011-12-11
31150,2011-12-11
31151,2011-12-11
31152,2011-12-11
31153,2011-12-11
31154,2011-12-11
31155,2011-12-11
31156,2011-12-11
31157,2011-12-11
31158,2011-12-11
31159,2011-12-11
31160,2011-12-11
31161,2011-12-11
31163,2011-12-11
31164,2011-12-11
31165,2011-12-11
31166,2011-12-11
31167,2011-12-11
31168,2011-12-11
31169,2011-12-11
31170,2011-12-11
31171,2011-12-11
31172,2011-12-11
31173,2011-12-11
31174,2011-12-11
31175,2011-12-11
31176,2011-12-11
31177,2011-12-11
31178,2011-12-11
31179,2011-12-11
31180,2011-12-11
31181,2011-12-11
31182,2011-12-11
31183,2011-12-11
31184,2011-12-11
31185,2011-12-11
31186,2011-12-11
31187,2011-12-11
31188,2011-12-11
31189,2011-12-11
31190,2011-12-11
31191,2011-12-11
31192,2011-12-11
31193,2011-12-11
31194,2011-12-11
31195,2011-12-11
31196,2011-12-11
31197,2011-12-11
31198,2011-12-11
31199,2011-12-11
31200,2011-12-11
31201,2011-12-11
31202,2011-12-11
31203,2011-12-11
31204,2011-12-11
31205,2011-12-11
31206,2011-12-11
31207,2011-12-11
31208,2011-12-11
31209,2011-12-11
31210,2011-12-11
31211,2011-12-11
31212,2011-12-11
31213,2011-12-11
31214,2011-12-11
31215,2011-12-11
31216,2011-12-11
31217,2011-12-11
31218,2011-12-11
31219,2011-12-11
31220,2011-12-11
31221,2011-12-11
31222,2011-12-11
31223,2011-12-11
31224,2011-12-11
31225,2011-12-11
31226,2011-12-11
31227,2011-12-11
31228,2011-12-11
31229,2011-12-11
31230,2011-12-11
31231,2011-12-11
31232,2011-12-11
31233,2011-12-11
31234,2011-12-11
31235,2011-12-11
31236,2011-12-11
31237,2011-12-11
31238,2011-12-11
31239,2011-12-11
31240,2011-12-11
31241,2011-12-11
31242,2011-12-11
31243,2011-12-11
31244,2011-12-11
31245,2011-12-11
31246,2011-12-11
31247,2011-12-11
31248,2011-12-11
31249,2011-12-11
31250,2011-12-11
31251,2011-12-11
31252,2011-12-11
31253,2011-12-11
31254,2011-12-11
31255,2011-12-11
31256,2011-12-11
31257,2011-12-11
31258,2011-12-11
31259,2011-12-11
31260,2011-12-11
31261,2011-12-11
31262,2011-12-11
31263,2011-12-11
31264,2011-12-11
31265,2011-12-11
31266,2011-12-11
31267,2011-12-11
31268,2011-12-11
31269,2011-12-11
31270,2011-12-11
31271,2011-12-11
31272,2011-12-11
31273,2011-12-11
31274,2011-12-11
31275,2011-12-11
31276,2011-12-11
31277,2011-12-11
31278,2011-12-11
31279,2011-12-11
31280,2011-12-11
31281,2011-12-11
31282,2011-12-11
31283,2011-12-11
31284,2011-12-11
31285,2011-12-11
31286,2011-12-11
31287,2011-12-11
31288,2011-12-11
31289,2011-12-11
31290,2011-12-11
31291,2011-12-11
31292,2011-12-11
31293,2011-12-11
31294,2011-12-11
31295,2011-12-11
31296,2011-12-11
31297,2011-12-11
31298,2011-12-11
31299,2011-12-11
31300,2011-12-11
31301,2024-10-18
31303,2024-02-16
31305,2024-05-29
31307,2024-06-10
31310,2024-02-28
31311,2024-02-16
31312,2024-06-10
31313,2024-08-12
31315,2011-12-11
31316,2025-02-16
31317,2024-10-03
31319,2025-01-29
31320,2024-02-16
31323,2024-02-28
31326,2011-12-11
31327,2024-07-26
31332,2024-02-16
31333,2024-09-20
31336,2024-06-10
31338,2024-02-16
31341,2024-06-10
31342,2011-12-11
31344,2011-12-11
31345,2011-12-11
31346,2024-01-16
31347,2024-02-28
31348,2011-12-11
31349,2024-02-16
31350,2025-01-07
31351,2011-12-11
31352,2024-02-16
31354,2011-12-11
31355,2024-07-03
31356,2024-02-28
31357,2024-01-31
31358,2024-06-10
31359,2024-10-31
31360,2024-06-10
31362,2024-02-28
31363,2011-12-11
31365,2011-12-11
31366,2024-06-13
31367,2025-03-05
31368,2024-11-19
31369,2024-07-19
31370,2024-02-28
31371,2011-12-11
31373,2024-07-22
31374,2024-11-25
31375,2022-09-13
31378,2025-01-29
31379,2024-01-23
31380,2024-02-16
31382,2024-01-23
31383,2024-11-13
31384,2024-01-16
31385,2024-02-16
31386,2024-07-03
31387,2011-12-11
31389,2023-03-17
31390,2024-09-27
31391,2024-02-28
31392,2024-10-16
31395,2024-01-16
31396,2024-02-28
31397,2024-02-16
31399,2024-02-16
31401,2024-10-31
31402,2025-01-28
31405,2025-01-16
31407,2025-03-17
31408,2025-03-19
31409,2024-10-03
31410,2024-01-16
31411,2024-02-28
31413,2011-12-11
31414,2011-12-11
31415,2024-07-08
31416,2024-02-16
31417,2024-01-16
31419,2024-06-13
31420,2024-02-28
31421,2024-02-28
31422,2024-01-31
31424,2024-02-16
31425,2011-12-11
31426,2025-03-28
31428,2024-07-31
31429,2025-07-24
31430,2024-02-16
31431,2024-06-10
31433,2024-12-11
31434,2024-06-10
31435,2024-10-22
31437,2024-01-16
31439,2024-06-10
31442,2024-02-28
31444,2011-12-11
31445,2024-10-31
31449,2025-01-27
31450,2024-02-28
31451,2011-12-11
31452,2011-12-11
31465,2024-07-03
31466,2011-12-11
31467,2025-01-22
31468,2025-01-29
31481,2024-07-08
31482,2024-08-12
31483,2024-08-12
31484,2024-08-14
31485,2011-12-11
31486,2011-12-11
31487,2011-12-11
31488,2011-12-11
31489,2024-08-14
31490,2024-08-16
31491,2024-08-14
31492,2024-08-14
31493,2024-08-16
31494,2024-08-16
31495,2011-12-11
31496,2011-12-11
31497,2011-12-11
31498,2011-12-11
31499,2011-12-11
31500,2011-12-11
31501,2011-12-11
31502,2019-08-20
31503,2019-07-24
31504,2019-07-23
31505,2020-08-28
31506,2020-10-19
31507,2020-10-19
31510,2011-12-11
31511,2024-04-01
31512,2024-05-23
31513,2024-04-02
31514,2024-03-25
31515,2023-10-30
31516,2024-03-26
31517,2022-03-28
31518,2022-04-07
31519,2022-03-11
31520,2022-10-27
31521,2024-07-08
31522,2021-09-29
31523,2021-09-29
31524,2024-05-15
31525,2021-09-29
31526,2023-11-23
31527,2024-08-16
31528,2021-07-07
31529,2024-08-22
31530,2024-08-27
31531,2024-09-19
31532,2024-05-23
31533,2024-11-12
31534,2024-07-04
31535,2024-07-04
31536,2024-07-05
31537,2024-07-17
31538,2024-06-24
31539,2024-06-12
31540,2024-06-12
31541,2024-06-12
31542,2024-06-12
31543,2024-08-23
31544,2024-09-17
31545,2024-09-26
31546,2024-12-30
31547,2024-11-12
31548,2024-11-12
31549,2024-12-30
31550,2024-12-30
31551,2025-05-21
31552,2011-12-11
31553,2011-12-11
31554,2011-12-11
31555,2011-12-11
31556,2011-12-11
31557,2011-12-11
31558,2011-12-11
31559,2011-12-11
31560,2011-12-11
31598,2025-03-18
31599,2025-03-18
31600,2025-03-18
31651,2011-12-11
31652,2011-12-11
31653,2011-12-11
31654,2011-12-11
31655,2011-12-11
31656,2011-12-11
31657,2011-12-11
31658,2011-12-11
31659,2011-12-11
31660,2011-12-11
31661,2011-12-11
31662,2011-12-11
31663,2011-12-11
31664,2011-12-11
31665,2011-12-11
31666,2024-09-03
31667,2011-12-11
31668,2011-12-11
31669,2011-12-11
31670,2024-09-05
31671,2024-09-05
31672,2011-12-11
31673,2025-07-25
31675,2025-07-25
31676,2011-12-11
31677,2024-08-28
31678,2011-12-11
31679,2024-09-05
31681,2011-12-11
31682,2024-08-27
31683,2024-08-27
31684,2024-09-11
31685,2011-12-11
31686,2011-12-11
31687,2011-12-11
31688,2011-12-11
31689,2011-12-11
31690,2011-12-11
31691,2011-12-11
31692,2011-12-11
31693,2011-12-11
31694,2011-12-11
31695,2011-12-11
31696,2011-12-11
31697,2011-12-11
31698,2011-12-11
31699,2024-10-24
31700,2024-10-24
31701,2011-12-11
31702,2011-12-11
31704,2011-12-11
31705,2011-12-11
31706,2011-12-11
31707,2011-12-11
31708,2011-12-11
31709,2011-12-11
31710,2011-12-11
31711,2011-12-11
31712,2011-12-11
31714,2011-12-11
31715,2011-12-11
31716,2011-12-11
31718,2011-12-11
31719,2011-12-11
31720,2011-12-11
31721,2011-12-11
31723,2011-12-11
31724,2011-12-11
31725,2011-12-11
31726,2011-12-11
31727,2011-12-11
31728,2011-12-11
31729,2011-12-11
31730,2011-12-11
31731,2011-12-11
31732,2011-12-11
31733,2011-12-11
31734,2011-12-11
31735,2011-12-11
31736,2011-12-11
31737,2011-12-11
31738,2011-12-11
31739,2011-12-11
31740,2011-12-11
31741,2011-12-11
31742,2011-12-11
31743,2011-12-11
31745,2011-12-11
31746,2011-12-11
31747,2011-12-11
31749,2011-12-11
31750,2011-12-11
31751,2011-12-11
31752,2011-12-11
31753,2011-12-11
31754,2011-12-11
31755,2011-12-11
31757,2011-12-11
31758,2011-12-11
31759,2011-12-11
31760,2011-12-11
31761,2011-12-11
31763,2011-12-11
31764,2011-12-11
31765,2011-12-11
31766,2011-12-11
31768,2011-12-11
31769,2011-12-11
31770,2011-12-11
31771,2011-12-11
31773,2011-12-11
31774,2011-12-11
31775,2011-12-11
31776,2011-12-11
31777,2011-12-11
31778,2011-12-11
31780,2011-12-11
31781,2011-12-11
31782,2011-12-11
31783,2011-12-11
31784,2011-12-11
31786,2011-12-11
31787,2011-12-11
31788,2011-12-11
31789,2011-12-11
31790,2011-12-11
31791,2011-12-11
31792,2011-12-11
31793,2011-12-11
31794,2011-12-11
31795,2011-12-11
31796,2011-12-11
31797,2011-12-11
31798,2011-12-11
31799,2011-12-11
31800,2011-12-11
31801,2011-12-11
31802,2011-12-11
31803,2011-12-11
31804,2011-12-11
31805,2011-12-11
31806,2011-12-11
31807,2011-12-11
31808,2011-12-11
31809,2011-12-11
31810,2011-12-11
31811,2011-12-11
31812,2011-12-11
31813,2011-12-11
31814,2011-12-11
31815,2011-12-11
31816,2011-12-11
31817,2011-12-11
31818,2011-12-11
31819,2022-03-25
31820,2022-03-25
31821,2011-12-11
31824,2011-12-11
31825,2011-12-11
31826,2011-12-11
31827,2011-12-11
31828,2011-12-11
31829,2011-12-11
31830,2011-12-11
31833,2011-12-11
31838,2011-12-11
31844,2011-12-11
31851,2011-12-11
31852,2011-12-11
31853,2011-12-11
31854,2024-09-17
31855,2024-09-17
31856,2011-12-11
31857,2011-12-11
31858,2011-12-11
31859,2011-12-11
31860,2011-12-11
31861,2011-12-11
31862,2011-12-11
31863,2011-12-11
31864,2011-12-11
31865,2011-12-11
31866,2011-12-11
31867,2011-12-11
31868,2011-12-11
31869,2011-12-11
31870,2024-09-17
31871,2011-12-11
31872,2011-12-11
31873,2011-12-11
31874,2011-12-11
31875,2011-12-11
31876,2011-12-11
31877,2011-12-11
31878,2011-12-11
31879,2011-12-11
31880,2011-12-11
31881,2011-12-11
31882,2011-12-11
31883,2011-12-11
31884,2011-12-11
31885,2011-12-11
31886,2011-12-11
31887,2011-12-11
31888,2011-12-11
31889,2024-09-11
31890,2011-12-11
31892,2024-09-11
31893,2011-12-11
31894,2011-12-11
31895,2011-12-11
31896,2011-12-11
31897,2024-09-11
31898,2024-09-17
31899,2011-12-11
31901,2011-12-11
31902,2011-12-11
31903,2011-12-11
31904,2011-12-11
31905,2011-12-11
31906,2011-12-11
31907,2011-12-11
31908,2011-12-11
31909,2011-12-11
31910,2011-12-11
31911,2011-12-11
31912,2011-12-11
31913,2011-12-11
31914,2011-12-11
31915,2011-12-11
31916,2011-12-11
31917,2011-12-11
31918,2011-12-11
31919,2011-12-11
31920,2011-12-11
31921,2011-12-11
31922,2011-12-11
31923,2011-12-11
31924,2011-12-11
31925,2011-12-11
31926,2011-12-11
31927,2011-12-11
31928,2011-12-11
31929,2011-12-11
31930,2011-12-11
31931,2011-12-11
31932,2011-12-11
31933,2011-12-11
31934,2011-12-11
31935,2011-12-11
31936,2011-12-11
31937,2024-09-30
31938,2024-09-30
31939,2011-12-11
31940,2024-10-02
31941,2024-10-02
31942,2024-10-02
31943,2024-10-02
31944,2024-10-02
31945,2023-02-14
31946,2023-02-14
31947,2023-02-14
31948,2023-02-14
31949,2023-02-14
31950,2023-02-14
31951,2024-02-14
31952,2024-10-02
31953,2024-10-02
31954,2024-10-02
31955,2024-10-02
31957,2024-09-26
31958,2024-09-26
31959,2024-09-26
31960,2011-12-11
31961,2023-02-14
31962,2023-02-14
31963,2023-08-01
31964,2023-03-31
31965,2023-02-14
31966,2023-02-14
31967,2023-02-14
31968,2023-02-14
31969,2023-02-14
31971,2023-02-14
31972,2023-02-14
31973,2023-02-14
31974,2023-02-14
31975,2023-02-14
31976,2023-02-14
31977,2023-02-14
31978,2023-02-14
31979,2023-02-14
31980,2023-02-14
31981,2023-02-14
31982,2024-10-04
31983,2024-10-04
31984,2024-10-04
31985,2024-10-04
31986,2024-10-04
31987,2023-02-14
31988,2023-03-31
31989,2023-02-14
31990,2023-02-14
31991,2023-02-14
31992,2023-02-14
31993,2023-02-14
31994,2023-02-14
31995,2023-02-14
31996,2023-02-14
31997,2023-02-14
31998,2023-02-14
31999,2023-02-14
32000,2024-10-22
32001,2024-10-28
32002,2024-10-28
32003,2024-10-28
32004,2024-10-28
32005,2024-10-28
32006,2024-10-28
32007,2024-10-28
32008,2024-10-28
32009,2024-10-28
32010,2024-10-28
32011,2024-10-28
32012,2024-10-28
32013,2024-10-28
32014,2024-10-28
32015,2024-10-28
32016,2024-10-28
32017,2024-10-28
32018,2024-10-28
32019,2022-11-03
32020,2011-12-11
32021,2011-12-11
32023,2011-12-11
32025,2011-12-11
32026,2011-12-11
32028,2011-12-11
32029,2011-12-11
32030,2024-10-30
32031,2011-12-11
32032,2011-12-11
32033,2011-12-11
32034,2024-10-30
32035,2011-12-11
32036,2011-12-11
32037,2011-12-11
32038,2024-07-11
32039,2024-11-08
32040,2024-11-08
32041,2025-04-24
32042,2011-12-11
32043,2011-12-11
32044,2011-12-11
32045,2024-11-11
32046,2011-12-11
32047,2024-11-12
32048,2011-12-11
32049,2024-11-14
32050,2024-11-14
32051,2024-11-14
32052,2024-11-14
32053,2024-11-14
32054,2024-11-14
32055,2025-06-18
32056,2025-06-18
32079,2011-12-11
32080,2011-12-11
32081,2011-12-11
32082,2011-12-11
32083,2011-12-11
32084,2011-12-11
32085,2011-12-11
32086,2011-12-11
32087,2011-12-11
32088,2011-12-11
32089,2011-12-11
32090,2011-12-11
32091,2011-12-11
32092,2011-12-11
32093,2011-12-11
32094,2011-12-11
32095,2011-12-11
32096,2011-12-11
32097,2011-12-11
32098,2011-12-11
32099,2011-12-11
32100,2011-12-11
32101,2011-12-11
32102,2011-12-11
32103,2011-12-11
32104,2011-12-11
32105,2011-12-11
32106,2011-12-11
32107,2011-12-11
32108,2011-12-11
32109,2011-12-11
32110,2011-12-11
32112,2011-12-11
32113,2011-12-11
32114,2011-12-11
32115,2011-12-11
32116,2011-12-11
32117,2011-12-11
32118,2011-12-11
32119,2011-12-11
32120,2011-12-11
32121,2011-12-11
32122,2011-12-11
32125,2011-12-11
32127,2011-12-11
32128,2011-12-11
32131,2011-12-11
32136,2011-12-11
32137,2011-12-11
32139,2011-12-11
32140,2011-12-11
32141,2025-06-18
32144,2011-12-11
32145,2011-12-11
32148,2011-12-11
32149,2011-12-11
32152,2011-12-11
32153,2011-12-11
32154,2011-12-11
32155,2011-12-11
32156,2011-12-11
32157,2011-12-11
32158,2011-12-11
32159,2011-12-11
32160,2011-12-11
32161,2011-12-11
32162,2011-12-11
32163,2011-12-11
32164,2011-12-11
32165,2011-12-11
32166,2011-12-11
32168,2011-12-11
32172,2011-12-11
32174,2011-12-11
32176,2011-12-11
32177,2011-12-11
32178,2011-12-11
32179,2011-12-11
32180,2011-12-11
32181,2011-12-11
32182,2011-12-11
32183,2011-12-11
32185,2011-12-11
32186,2011-12-11
32187,2011-12-11
32190,2011-12-11
32191,2011-12-11
32192,2011-12-11
32193,2011-12-11
32194,2011-12-11
32195,2011-12-11
32196,2011-12-11
32197,2011-12-11
32198,2011-12-11
32199,2011-12-11
32200,2011-12-11
32201,2011-12-11
32202,2011-12-11
32203,2011-12-11
32204,2011-12-11
32206,2011-12-11
32207,2011-12-11
32208,2011-12-11
32209,2011-12-11
32210,2011-12-11
32211,2011-12-11
32212,2011-12-11
32213,2011-12-11
32216,2011-12-11
32217,2011-12-11
32218,2011-12-11
32219,2011-12-11
32220,2011-12-11
32221,2011-12-11
32222,2024-12-02
32223,2011-12-11
32224,2011-12-11
32225,2024-12-09
32226,2024-12-02
32227,2011-12-11
32229,2011-12-11
32230,2011-12-11
32231,2024-11-06
32232,2024-11-21
32233,2024-12-18
32234,2024-12-13
32235,2024-12-13
32236,2024-12-13
32237,2024-12-13
