NUPATRIMONIO,DTAQUISICAO
32238,2024-12-13
32239,2024-12-13
32240,2024-12-13
32241,2024-12-13
32242,2011-12-11
32243,2011-12-11
32244,2025-07-29
32246,2011-12-11
32247,2011-12-11
32248,2025-07-15
32250,2025-07-29
32251,2011-12-11
32252,2025-01-09
32253,2011-12-11
32254,2025-01-21
32255,2011-12-11
32256,2024-11-26
32257,2011-12-11
32258,2011-12-11
32259,2025-01-29
32260,2025-01-29
32261,2025-01-29
32262,2025-01-29
32263,2025-01-29
32264,2011-12-11
32265,2011-12-11
32266,2025-01-29
32267,2025-01-29
32268,2025-01-29
32269,2025-01-29
32270,2025-01-29
32271,2025-01-29
32272,2025-01-29
32273,2025-01-29
32274,2025-01-29
32275,2025-01-29
32276,2025-01-29
32277,2025-01-29
32278,2025-01-29
32279,2025-01-29
32280,2025-01-29
32281,2025-01-29
32282,2025-01-29
32283,2025-01-29
32284,2025-01-29
32285,2011-12-11
32286,2011-12-11
32287,2025-01-29
32288,2025-01-29
32289,2025-01-28
32290,2025-02-03
32291,2011-12-11
32292,2011-12-11
32293,2011-12-11
32294,2011-12-11
32295,2011-12-11
32296,2011-12-11
32297,2011-12-11
32298,2011-12-11
32299,2011-12-11
32300,2011-12-11
32301,2025-01-07
32306,2025-01-03
32307,2025-01-29
32319,2019-07-23
32320,2019-08-12
32321,2019-07-13
32322,2019-08-15
32351,2025-02-17
32352,2025-12-02
32353,2025-02-12
32354,2011-12-11
32355,2025-02-25
32356,2025-02-25
32357,2025-02-25
32358,2025-02-25
32359,2025-02-20
32360,2025-02-20
32361,2011-12-11
32362,2011-12-11
32363,2011-12-11
32364,2011-12-11
32365,2011-12-11
32366,2011-12-11
32367,2025-03-13
32369,2011-12-11
32370,2025-02-19
32371,2011-12-11
32372,2011-12-11
32373,2011-12-11
32374,2011-12-11
32375,2011-12-11
32376,2011-12-11
32377,2011-12-11
32378,2025-05-20
32379,2025-03-28
32380,2025-03-28
32381,2025-03-13
32382,2025-03-13
32383,2025-03-27
32384,2011-12-11
32385,2025-04-09
32386,2025-04-09
32387,2025-04-04
32389,2025-04-03
32390,2025-04-03
32391,2025-04-04
32393,2025-04-24
32394,2011-12-11
32395,2025-05-06
32396,2011-12-11
32397,2011-12-11
32398,2011-12-11
32399,2025-05-08
32400,2025-11-07
32401,2024-04-22
32402,2011-12-11
32403,2011-12-11
32404,2024-12-06
32405,2011-12-11
32406,2024-08-19
32407,2024-12-06
32408,2011-12-11
32409,2024-12-06
32411,2024-10-25
32417,2024-10-25
32418,2024-10-25
32419,2024-03-04
32423,2024-12-16
32426,2025-01-28
32427,2024-12-06
32428,2024-12-06
32429,2024-12-06
32430,2024-12-06
32433,2011-12-11
32438,2025-02-12
32439,2011-12-11
32440,2011-12-11
32441,2025-02-07
32443,2011-12-11
32444,2011-12-11
32445,2024-06-07
32446,2025-02-12
32447,2025-02-17
32448,2025-03-11
32449,2025-02-07
32450,2011-12-11
32451,2025-02-12
32452,2025-02-10
32453,2025-02-10
32455,2024-04-22
32456,2025-02-17
32457,2025-01-03
32458,2025-02-12
32459,2025-02-12
32461,2025-02-12
32462,2025-02-12
32464,2025-02-12
32465,2025-02-12
32471,2025-02-12
32478,2025-02-12
32480,2011-12-11
32481,2025-02-07
32482,2011-12-11
32483,2011-12-11
32484,2011-12-11
32486,2025-02-12
32487,2011-12-11
32488,2024-12-06
32489,2025-01-28
32492,2025-02-07
32495,2025-01-03
32496,2011-12-11
32497,2025-02-19
32498,2025-02-19
32499,2011-12-11
32502,2011-12-11
32503,2024-12-06
32504,2024-12-06
32505,2024-12-11
32506,2024-12-11
32507,2025-02-07
32508,2024-04-30
32509,2024-10-25
32510,2024-12-16
32511,2024-09-26
32512,2025-02-12
32513,2024-10-09
32521,2024-04-04
32522,2025-01-31
32536,2025-02-25
32537,2025-02-12
32538,2025-02-12
32539,2011-12-11
32547,2025-02-20
32548,2025-02-20
32549,2025-02-20
32550,2025-02-20
32551,2025-02-20
32552,2025-02-20
32553,2025-03-31
32554,2025-02-12
32555,2025-02-12
32556,2025-02-12
32557,2025-04-09
32558,2025-02-28
32561,2011-12-11
32562,2011-12-11
32566,2025-08-12
32567,2011-12-11
32568,2011-12-11
32569,2011-12-11
32570,2025-03-11
32571,2025-03-11
32572,2025-05-15
32573,2011-12-11
32574,2011-12-11
32575,2011-12-11
32588,2011-12-11
32589,2011-12-11
32591,2025-02-12
32592,2025-02-12
32593,2025-02-12
32596,2025-02-25
32597,2025-02-25
32598,2025-02-25
32600,2011-12-11
32701,2023-03-15
32702,2023-03-15
32704,2023-03-15
32705,2023-03-15
32707,2023-03-15
32709,2023-03-15
32710,2023-03-15
32711,2023-03-15
32712,2023-03-15
32713,2023-03-15
32761,2025-03-07
32851,2011-12-11
32852,2011-12-11
32853,2011-12-11
32854,2024-01-30
32855,2011-12-11
32856,2024-01-23
32857,2024-01-30
32858,2011-12-11
32859,2024-01-30
32860,2011-12-11
32861,2011-12-11
32862,2011-12-11
32863,2024-01-31
32864,2011-12-11
32865,2011-12-11
32866,2011-12-11
32867,2011-12-11
32868,2011-12-11
32869,2024-01-31
32870,2011-12-11
32871,2024-01-31
32872,2011-12-11
32873,2024-01-31
32874,2024-01-31
32875,2011-12-11
32876,2011-12-11
32877,2011-12-11
32878,2011-12-11
32879,2011-12-11
32880,2011-12-11
32881,2024-01-30
32882,2011-12-11
32883,2011-12-11
32884,2011-12-11
32885,2011-12-11
32886,2011-12-11
32888,2024-01-30
32889,2011-12-11
32891,2024-01-31
32892,2024-01-31
32893,2011-12-11
32894,2011-12-11
32895,2024-01-30
32896,2011-12-11
32897,2011-12-11
32898,2011-12-11
32899,2024-01-30
32900,2011-12-11
32901,2025-02-10
32902,2025-02-10
32903,2025-02-10
32904,2025-02-10
32905,2025-02-10
32906,2025-02-10
32907,2025-02-10
32908,2025-02-10
32909,2025-02-10
32910,2025-02-10
32911,2025-02-10
32912,2025-02-10
32913,2025-02-10
32914,2025-02-10
32915,2025-02-10
32916,2025-02-10
32917,2025-02-10
32918,2011-12-11
32919,2025-02-10
32920,2011-12-11
32921,2025-02-13
32922,2025-02-13
32923,2025-02-13
32924,2025-02-13
32925,2025-02-13
32926,2025-02-13
32927,2025-02-13
32928,2025-02-13
32929,2011-12-11
32930,2025-02-13
32931,2025-02-13
32932,2025-02-13
32933,2025-02-13
32934,2025-02-13
32935,2011-12-11
32936,2025-02-13
32937,2011-12-11
32938,2025-02-13
32939,2025-02-13
32940,2025-02-13
32941,2025-02-13
32942,2025-02-13
32943,2025-02-13
32944,2025-02-13
32945,2025-02-13
32946,2025-02-26
32951,2025-08-08
32952,2011-12-11
32953,2011-12-11
32954,2011-12-11
32955,2011-12-11
32956,2025-03-11
32957,2025-05-15
32958,2025-05-15
32959,2025-04-17
32960,2025-04-17
32961,2025-04-17
32962,2025-04-17
32963,2025-04-17
32964,2025-04-17
32965,2025-04-17
32966,2025-04-17
32967,2025-04-17
32968,2025-04-17
32969,2025-04-17
32970,2025-04-17
32971,2025-04-17
32972,2025-04-17
32973,2025-04-17
32974,2025-04-30
32975,2025-04-30
32976,2025-04-30
32977,2025-04-30
32978,2025-04-30
32979,2025-04-30
32980,2025-04-30
32981,2025-04-30
32982,2025-04-30
32983,2025-04-30
32984,2025-04-30
32985,2025-04-30
32986,2025-04-30
32987,2025-04-30
32988,2025-04-30
32989,2011-12-11
32990,2024-04-02
32991,2011-12-11
32992,2011-12-11
32994,2025-05-26
32995,2025-05-26
32996,2025-05-20
32997,2025-05-20
32998,2025-05-20
33000,2011-12-11
33001,2024-01-31
33002,2011-12-11
33004,2011-12-11
33005,2011-12-11
33006,2024-01-31
33007,2011-12-11
33008,2011-12-11
33009,2011-12-11
33010,2011-12-11
33012,2011-12-11
33013,2024-01-30
33014,2011-12-11
33015,2011-12-11
33016,2011-12-11
33017,2011-12-11
33018,2011-12-11
33019,2024-01-23
33020,2024-01-23
33021,2024-01-23
33022,2011-12-11
33023,2011-12-11
33024,2011-12-11
33025,2011-12-11
33026,2011-12-11
33027,2011-12-11
33028,2024-02-29
33030,2011-12-11
33031,2011-12-11
33032,2011-12-11
33033,2011-12-11
33034,2024-01-31
33035,2024-01-30
33036,2011-12-11
33037,2024-01-23
33038,2011-12-11
33039,2024-01-31
33040,2011-12-11
33041,2011-12-11
33042,2024-01-31
33043,2011-12-11
33045,2024-01-31
33047,2024-01-31
33048,2024-01-31
33049,2024-01-31
33050,2024-01-31
33051,2024-01-31
33052,2024-01-23
33053,2011-12-11
33054,2011-12-11
33056,2011-12-11
33057,2011-12-11
33058,2011-12-11
33059,2011-12-11
33062,2025-07-04
33068,2024-01-23
33074,2024-01-16
33080,2024-02-16
33083,2024-02-28
33087,2024-02-28
33089,2024-02-16
33091,2024-02-28
33095,2024-01-16
33096,2024-02-28
33101,2025-04-28
33102,2025-04-28
33103,2025-04-28
33104,2025-04-28
33105,2025-04-28
33106,2025-04-29
33107,2025-04-30
33108,2025-04-30
33109,2025-04-30
33110,2025-04-28
33111,2025-04-28
33112,2025-04-15
33113,2025-04-15
33114,2025-04-23
33115,2025-04-24
33116,2025-04-25
33117,2025-04-25
33118,2025-04-25
33119,2025-04-28
33120,2025-04-28
33121,2025-04-28
33122,2025-04-29
33123,2025-04-29
33124,2025-04-29
33125,2025-04-30
33126,2025-04-30
33127,2025-04-30
33128,2025-04-30
33129,2025-04-30
33130,2025-04-30
33131,2025-04-30
33132,2025-04-30
33133,2025-04-30
33134,2025-04-30
33135,2025-04-09
33136,2025-04-30
33137,2025-06-10
33138,2025-06-10
33140,2025-06-16
33141,2025-06-10
33142,2025-08-14
33143,2025-06-10
33144,2011-12-11
33145,2025-05-27
33146,2025-02-07
33149,2025-02-20
33155,2025-02-20
33157,2011-12-11
33158,2011-12-11
33159,2011-12-11
33160,2011-12-11
33161,2025-08-13
33162,2011-12-11
33163,2011-12-11
33164,2011-12-11
33165,2011-12-11
33167,2011-12-11
33168,2025-08-14
33169,2011-12-11
33170,2011-12-11
33172,2011-12-11
33173,2011-12-11
33175,2011-12-11
33176,2011-12-11
33177,2011-12-11
33178,2011-12-11
33179,2011-12-11
33181,2011-12-11
33182,2011-12-11
33183,2011-12-11
33184,2011-12-11
33185,2011-12-11
33192,2011-12-11
33201,2025-02-07
33202,2025-06-26
33206,2025-02-20
33209,2011-12-11
33210,2011-12-11
33211,2011-12-11
33212,2011-12-11
33216,2011-12-11
33226,2025-02-20
33227,2011-12-11
33228,2011-12-11
33229,2011-12-11
33230,2011-12-11
33231,2011-12-11
33232,2011-12-11
33233,2011-12-11
33234,2011-12-11
33235,2025-08-13
33236,2011-12-11
33238,2011-12-11
33239,2025-02-12
33244,2025-02-20
33245,2025-08-13
33246,2025-05-21
33247,2011-12-11
33248,2011-12-11
33249,2011-12-11
33250,2011-12-11
33251,2011-12-11
33252,2011-12-11
33253,2025-08-14
33254,2011-12-11
33255,2011-12-11
33256,2011-12-11
33257,2011-12-11
33258,2011-12-11
33259,2025-06-24
33260,2011-12-11
33261,2025-06-20
33295,2011-12-11
33296,2011-12-11
33299,2011-12-11
33300,2011-12-11
33714,2011-12-11
33717,2011-12-11
35805,2011-12-11
35821,2025-05-02
35854,2025-02-26
35856,2025-02-12
35858,2025-01-08
35864,2024-04-30
35883,2025-02-12
35901,2025-02-25
35902,2025-04-07
35903,2025-04-07
35904,2025-04-07
35905,2025-04-03
35906,2025-04-03
35907,2025-04-04
35908,2025-04-07
35909,2025-04-07
35910,2025-04-08
35911,2025-04-08
35912,2025-04-08
35913,2025-04-08
35914,2025-04-08
35915,2025-04-08
35916,2025-04-08
35917,2025-04-09
35918,2025-04-09
35919,2025-04-09
35920,2025-04-09
35921,2025-04-09
35922,2025-04-11
35923,2025-04-11
35924,2025-04-11
35925,2025-04-11
35926,2025-04-11
35927,2025-04-11
35928,2025-04-11
35929,2025-04-11
35930,2025-04-11
35931,2025-04-11
35932,2025-04-11
35933,2025-04-14
35934,2025-04-14
35935,2025-04-14
35936,2025-04-14
35937,2025-04-14
35938,2025-04-14
35939,2025-04-14
35940,2025-04-03
35941,2025-04-03
35942,2025-04-04
35943,2025-04-04
35944,2025-04-07
35945,2025-04-07
35946,2025-04-07
35947,2025-04-08
35948,2025-04-08
35949,2025-04-08
35950,2025-04-08
35951,2025-04-08
35952,2025-04-09
35953,2025-04-09
35954,2025-04-11
35955,2025-04-14
35956,2025-04-14
35957,2025-04-14
35958,2025-04-14
35959,2025-04-14
35960,2025-04-14
35961,2025-04-14
35962,2025-04-14
35963,2025-04-22
35964,2025-04-14
35965,2025-04-14
35966,2025-04-14
35967,2025-04-07
35968,2025-04-08
35969,2025-04-09
35970,2025-04-14
35971,2025-04-14
35972,2025-04-07
35973,2025-04-07
35974,2025-04-07
35975,2025-04-08
35976,2025-04-08
35977,2025-04-15
35978,2025-04-25
35979,2025-04-25
35980,2025-04-25
35981,2025-04-25
35982,2025-04-15
35983,2025-04-15
35984,2025-04-15
35985,2025-04-23
35986,2025-04-23
35987,2025-04-24
35988,2025-04-24
35989,2025-04-25
35990,2025-04-29
35991,2025-04-25
35992,2025-04-25
35993,2025-04-25
35994,2025-04-28
35995,2025-04-28
35996,2025-04-28
35997,2025-04-28
35998,2025-04-28
35999,2025-04-28
36000,2025-04-28
36001,2011-12-11
36002,2011-12-11
36007,2025-06-12
36009,2025-06-18
36017,2025-05-02
36018,2025-02-07
36019,2025-02-07
36020,2011-12-11
36021,2011-12-11
36022,2011-12-11
36023,2011-12-11
36024,2011-12-11
36025,2011-12-11
36026,2011-12-11
36027,2011-12-11
36028,2011-12-11
36029,2011-12-11
36033,2011-12-11
36035,2011-12-11
36036,2011-12-11
36037,2011-12-11
36038,2011-12-11
36045,2025-05-14
36058,2025-02-20
36059,2025-02-20
36061,2011-12-11
36062,2011-12-11
36063,2011-12-11
36064,2011-12-11
36065,2011-12-11
36066,2025-08-18
36070,2025-08-11
36071,2011-12-11
36072,2025-05-21
36073,2011-12-11
36074,2025-07-09
36076,2025-06-25
36083,2025-06-25
36084,2025-06-25
36088,2025-06-25
36091,2011-12-11
36095,2011-12-11
36096,2011-12-11
36097,2011-12-11
36101,2025-05-07
36102,2025-05-07
36103,2025-05-07
36104,2025-05-07
36105,2025-05-07
36106,2025-05-07
36107,2025-05-07
36108,2025-05-07
36110,2025-07-25
36111,2025-07-07
36112,2025-08-19
36113,2011-12-11
36114,2011-12-11
36115,2011-12-11
36116,2011-12-11
36117,2011-12-11
36118,2025-08-08
36119,2025-08-08
36120,2025-08-08
36121,2025-08-08
36122,2025-08-08
36123,2025-08-08
36124,2025-08-08
36125,2025-08-08
36126,2025-08-08
36127,2025-08-08
36128,2025-08-08
36129,2025-08-08
36130,2025-05-28
36131,2011-12-11
36133,2025-06-04
36134,2025-06-02
36135,2025-06-06
36136,2025-06-06
36137,2025-06-09
36138,2025-06-09
36139,2025-06-13
36140,2025-06-13
36141,2025-06-10
36142,2025-06-24
36143,2011-12-11
36144,2011-12-11
36145,2011-12-11
36146,2011-12-11
36147,2011-12-11
36148,2011-12-11
36149,2011-12-11
36150,2011-12-11
36151,2011-12-11
36152,2011-12-11
36153,2011-12-11
36154,2011-12-11
36155,2011-12-11
36156,2011-12-11
36157,2011-12-11
36158,2011-12-11
36159,2011-12-11
36160,2011-12-11
36161,2011-12-11
36162,2011-12-11
36163,2011-12-11
36164,2011-12-11
36165,2011-12-11
36166,2011-12-11
36167,2011-12-11
36168,2011-12-11
36169,2011-12-11
36170,2025-07-08
36171,2011-12-11
36172,2025-07-21
36173,2025-07-21
36174,2025-07-15
36175,2011-12-11
36176,2011-12-11
36177,2011-12-11
36179,2025-07-28
36180,2025-07-28
36181,2025-07-28
36182,2025-07-25
36183,2025-07-25
36184,2011-12-11
36185,2011-12-11
36186,2011-12-11
36187,2011-12-11
36188,2011-12-11
36189,2011-12-11
36190,2011-12-11
36191,2011-12-11
36192,2011-12-11
36193,2011-12-11
36194,2011-12-11
36195,2011-12-11
36196,2011-12-11
36197,2011-12-11
36198,2011-12-11
36199,2025-07-28
36200,2025-07-28
36201,2025-09-15
36202,2025-09-15
36203,2025-09-15
36204,2025-09-15
36205,2025-09-15
36206,2025-09-15
36207,2025-09-15
36208,2025-09-15
36209,2025-09-15
36210,2025-09-15
36211,2025-09-15
36212,2025-09-15
36213,2025-09-15
36214,2025-09-15
36215,2025-09-15
36216,2025-09-15
36217,2025-09-15
36218,2025-09-15
36219,2025-09-15
36220,2025-09-15
36221,2025-09-15
36222,2025-09-15
36223,2025-09-15
36224,2025-09-15
36225,2025-09-15
36226,2025-09-15
36227,2025-09-15
36228,2025-09-15
36229,2025-09-15
36230,2025-09-15
36231,2025-08-15
36232,2025-09-15
36233,2025-08-19
36234,2025-12-02
36235,2025-12-02
36237,2025-07-16
36238,2011-12-11
36239,2025-10-07
36240,2011-12-11
36241,2025-09-30
36243,2025-12-02
36244,2025-07-16
36246,2025-09-30
36250,2025-12-02
36251,2011-12-11
36252,2025-09-30
36255,2011-12-11
36256,2025-09-15
36257,2025-09-15
36258,2025-09-15
36259,2011-12-11
36260,2025-08-29
36261,2025-09-15
36262,2025-09-15
36263,2025-09-15
36264,2025-09-15
36265,2025-09-15
36266,2025-09-15
36267,2025-09-15
36268,2025-09-15
36269,2025-09-15
36270,2025-09-15
36271,2025-09-15
36272,2025-09-15
36273,2025-09-15
36274,2025-09-15
36275,2025-09-15
36276,2025-09-15
36277,2025-09-15
36278,2025-09-15
36279,2025-09-15
36280,2025-09-15
36281,2025-09-15
36282,2025-09-15
36283,2025-09-15
36284,2025-09-15
36285,2025-09-15
36286,2025-09-15
36287,2025-09-15
36288,2025-09-15
36289,2025-09-15
36290,2025-09-15
36291,2025-09-15
36292,2025-09-15
36293,2025-09-15
36294,2025-09-15
36295,2025-09-15
36296,2025-09-15
36297,2025-09-15
36298,2025-09-15
36299,2025-09-15
36300,2025-09-15
36306,2025-02-07
36311,2025-02-07
36312,2025-02-07
36313,2025-02-07
36316,2025-02-07
36317,2025-02-07
36318,2011-12-11
36319,2011-12-11
36320,2011-12-11
36321,2011-12-11
36322,2011-12-11
36323,2011-12-11
36324,2011-12-11
36325,2011-12-11
36326,2011-12-11
36327,2011-12-11
36328,2011-12-11
36329,2025-08-12
36330,2011-12-11
36332,2025-02-20
36333,2011-12-11
36334,2011-12-11
36335,2011-12-11
36336,2011-12-11
36337,2011-12-11
36338,2011-12-11
36339,2011-12-11
36340,2025-02-20
36341,2025-02-20
36342,2011-12-11
36344,2025-02-20
36345,2011-12-11
36346,2011-12-11
36347,2011-12-11
36348,2011-12-11
36349,2011-12-11
36350,2024-04-17
36351,2011-12-11
36352,2011-12-11
36353,2011-12-11
36354,2011-12-11
36355,2025-02-20
36356,2025-02-20
36357,2011-12-11
36358,2011-12-11
36359,2024-04-17
36360,2024-04-16
36364,2011-12-11
36365,2011-12-11
36366,2011-12-11
36367,2025-05-09
36368,2011-12-11
36369,2011-12-11
36370,2011-12-11
36371,2011-12-11
36373,2011-12-11
36378,2011-12-11
36379,2011-12-11
36380,2011-12-11
36381,2011-12-11
36383,2025-08-14
36384,2011-12-11
36385,2011-12-11
36386,2011-12-11
36388,2011-12-11
36389,2011-12-11
36390,2011-12-11
36408,2025-02-07
36421,2011-12-11
36423,2011-12-11
36435,2011-12-11
36436,2011-12-11
36448,2011-12-11
36454,2025-08-13
36455,2011-12-11
36456,2011-12-11
36457,2011-12-11
36458,2011-12-11
36459,2011-12-11
36460,2011-12-11
36462,2011-12-11
36464,2025-05-21
36465,2011-12-11
36468,2025-02-12
36469,2025-02-12
36471,2011-12-11
36473,2011-12-11
36474,2011-12-11
36475,2011-12-11
36476,2011-12-11
36477,2011-12-11
36478,2011-12-11
36479,2011-12-11
36480,2011-12-11
36481,2011-12-11
36482,2011-12-11
36483,2011-12-11
36484,2011-12-11
36485,2011-12-11
36487,2011-12-11
36488,2011-12-11
36489,2011-12-11
36494,2011-12-11
36497,2011-12-11
36498,2011-12-11
36499,2011-12-11
36500,2011-12-11
36501,2011-12-11
36502,2011-12-11
36503,2011-12-11
36504,2025-02-07
36505,2025-02-07
36506,2025-02-07
36507,2025-06-13
36508,2011-12-11
36509,2011-12-11
36510,2011-12-11
36511,2011-12-11
36512,2011-12-11
36514,2011-12-11
36515,2011-12-11
36516,2011-12-11
36517,2011-12-11
36518,2025-08-14
36519,2011-12-11
36520,2011-12-11
36524,2025-02-07
36525,2025-02-07
36527,2025-02-07
36528,2025-02-07
36532,2025-08-01
36535,2025-02-07
36539,2025-02-07
36551,2011-12-11
36552,2011-12-11
36553,2011-12-11
36556,2011-12-11
36557,2025-08-14
36558,2025-08-14
36559,2011-12-11
36560,2011-12-11
36562,2025-08-14
36565,2025-08-14
36567,2011-12-11
36568,2011-12-11
36569,2011-12-11
36570,2011-12-11
36571,2011-12-11
36572,2011-12-11
36573,2011-12-11
36574,2025-02-07
36575,2011-12-11
36576,2011-12-11
36577,2011-12-11
36578,2011-12-11
36579,2011-12-11
36580,2011-12-11
36582,2025-02-20
36583,2025-02-20
36584,2011-12-11
36589,2011-12-11
36590,2011-12-11
36592,2011-12-11
36593,2011-12-11
36594,2011-12-11
36596,2011-12-11
36599,2011-12-11
36601,2011-12-11
36602,2011-12-11
36603,2011-12-11
36604,2011-12-11
36605,2011-12-11
36607,2025-07-17
36608,2011-12-11
36609,2011-12-11
36610,2011-12-11
36611,2011-12-11
36612,2011-12-11
36613,2025-08-13
36614,2011-12-11
36615,2011-12-11
36616,2011-12-11
36617,2011-12-11
36618,2011-12-11
36619,2011-12-11
36620,2011-12-11
36624,2011-12-11
36631,2025-07-17
36632,2011-12-11
36641,2011-12-11
36642,2011-12-11
36643,2025-02-07
36644,2011-12-11
36645,2025-06-04
36646,2011-12-11
36647,2011-12-11
36648,2025-02-07
36649,2011-12-11
36650,2011-12-11
36651,2025-06-04
36652,2011-12-11
36653,2011-12-11
36654,2011-12-11
36655,2025-02-07
36656,2025-06-04
36657,2011-12-11
36659,2011-12-11
36660,2011-12-11
36661,2025-02-12
36668,2025-02-07
36669,2011-12-11
36670,2011-12-11
36671,2011-12-11
36672,2025-06-04
36673,2011-12-11
36674,2025-06-04
36675,2011-12-11
36676,2011-12-11
36677,2025-02-07
36678,2025-02-07
36679,2011-12-11
36680,2025-02-07
36681,2025-02-07
36682,2025-02-07
36683,2011-12-11
36685,2025-02-12
36686,2025-02-07
36687,2011-12-11
36688,2011-12-11
36689,2011-12-11
36690,2011-12-11
36691,2011-12-11
36692,2025-02-07
36694,2025-02-07
36695,2025-02-12
36696,2011-12-11
36697,2025-02-07
36699,2011-12-11
36700,2011-12-11
36723,2025-05-02
36728,2025-05-02
36729,2011-12-11
36735,2011-12-11
36737,2011-12-11
36738,2025-02-20
36739,2025-02-20
36740,2025-02-20
36745,2025-02-26
36750,2025-05-02
36759,2025-02-07
36760,2025-02-07
36761,2025-02-07
36773,2025-02-07
36774,2025-02-07
36785,2025-02-07
36786,2025-02-07
36788,2025-02-07
36789,2025-02-07
36790,2025-02-07
36796,2025-02-07
36797,2025-02-07
36798,2025-02-07
36851,2011-12-11
36852,2011-12-11
36853,2011-12-11
36854,2011-12-11
36855,2011-12-11
36856,2011-12-11
36857,2025-02-12
36858,2011-12-11
36859,2011-12-11
36860,2025-06-25
36861,2025-06-25
36862,2025-07-09
36863,2025-07-09
36864,2025-07-09
36865,2025-06-25
36866,2025-06-25
36867,2024-04-05
36868,2025-06-12
36869,2024-12-16
36870,2025-08-19
36871,2025-06-09
36872,2025-06-25
36873,2025-08-06
36874,2025-06-10
36875,2025-08-06
36876,2025-06-17
36877,2011-12-11
36878,2011-12-11
36879,2011-12-11
36880,2025-05-02
36881,2011-12-11
36882,2025-07-09
36883,2011-12-11
36884,2024-03-19
36885,2024-04-17
36887,2024-02-26
36888,2025-07-17
36891,2025-07-17
36897,2011-12-11
36901,2025-02-20
36911,2011-12-11
36912,2025-02-20
36919,2025-02-20
36920,2025-02-20
36946,2024-03-19
36947,2025-08-26
36948,2024-04-22
36949,2025-02-20
36952,2025-02-07
36953,2025-02-07
36954,2025-02-07
36966,2025-02-12
36967,2025-02-12
36969,2025-02-07
36970,2025-02-07
36978,2011-12-11
36979,2025-02-07
36980,2025-02-07
36981,2025-02-12
36984,2025-02-12
36987,2025-07-17
36992,2025-07-17
36994,2011-12-11
36995,2011-12-11
36996,2025-02-07
36997,2025-02-07
37003,2011-12-11
37004,2025-08-01
37008,2025-08-01
37011,2011-12-11
37012,2011-12-11
37013,2011-12-11
37014,2011-12-11
37015,2011-12-11
37016,2025-08-13
37017,2011-12-11
37018,2011-12-11
37019,2011-12-11
37023,2025-02-07
37024,2025-02-07
37025,2025-02-07
37035,2025-08-19
37042,2025-01-03
37052,2025-07-25
37053,2025-07-25
37054,2025-07-25
37055,2025-07-25
37056,2025-07-25
