NUPATRIM    NUPROJ    DTMOVI      FLMOV    USUARIO                            DTOPERACAO    
0           648       15/09/2025    I        BEA.SC                             15/09/2025    
35858       648       15/09/2025    I        BEA.SC                             15/09/2025    
32522       736       15/09/2025    I        BEA.SC                             15/09/2025    
36574       610       15/09/2025    I        BEA.SC                             15/09/2025    
36408       610       15/09/2025    I        BEA.SC                             15/09/2025    
36535       610       15/09/2025    I        BEA.SC                             15/09/2025    
36786       610       15/09/2025    I        BEA.SC                             15/09/2025    
36788       610       15/09/2025    I        BEA.SC                             15/09/2025    
36789       610       15/09/2025    I        BEA.SC                             15/09/2025    
36773       610       15/09/2025    I        BEA.SC                             15/09/2025    
36774       610       15/09/2025    I        BEA.SC                             15/09/2025    
36759       610       15/09/2025    I        BEA.SC                             15/09/2025    
36760       610       15/09/2025    I        BEA.SC                             15/09/2025    
36761       610       15/09/2025    I        BEA.SC                             15/09/2025    
36790       610       15/09/2025    I        BEA.SC                             15/09/2025    
36796       610       15/09/2025    I        BEA.SC                             15/09/2025    
36677       610       15/09/2025    I        BEA.SC                             15/09/2025    
36680       610       15/09/2025    I        BEA.SC                             15/09/2025    
36686       610       15/09/2025    I        BEA.SC                             15/09/2025    
33211       610       15/09/2025    I        BEA.SC                             15/09/2025    
36504       610       15/09/2025    I        BEA.SC                             15/09/2025    
36505       610       15/09/2025    I        BEA.SC                             15/09/2025    
36506       610       15/09/2025    I        BEA.SC                             15/09/2025    
36018       610       15/09/2025    I        BEA.SC                             15/09/2025    
36019       610       15/09/2025    I        BEA.SC                             15/09/2025    
37023       610       15/09/2025    I        BEA.SC                             15/09/2025    
37024       610       15/09/2025    I        BEA.SC                             15/09/2025    
37025       610       15/09/2025    I        BEA.SC                             15/09/2025    
36306       610       15/09/2025    I        BEA.SC                             15/09/2025    
36785       610       15/09/2025    I        BEA.SC                             15/09/2025    
36797       610       15/09/2025    I        BEA.SC                             15/09/2025    
36798       610       15/09/2025    I        BEA.SC                             15/09/2025    
32452       773       15/09/2025    I        BEA.SC                             15/09/2025    
14792       773       15/09/2025    I        BEA.SC                             15/09/2025    
14793       773       15/09/2025    I        BEA.SC                             15/09/2025    
32461       773       15/09/2025    I        BEA.SC                             15/09/2025    
32462       773       15/09/2025    I        BEA.SC                             15/09/2025    
0           773       15/09/2025    I        BEA.SC                             15/09/2025    
36981       773       15/09/2025    I        BEA.SC                             15/09/2025    
36966       773       15/09/2025    I        BEA.SC                             15/09/2025    
36967       773       15/09/2025    I        BEA.SC                             15/09/2025    
32464       773       15/09/2025    I        BEA.SC                             15/09/2025    
25585       773       15/09/2025    I        BEA.SC                             15/09/2025    
28566       773       15/09/2025    I        BEA.SC                             15/09/2025    
28571       773       15/09/2025    I        BEA.SC                             15/09/2025    
28584       773       15/09/2025    I        BEA.SC                             15/09/2025    
28695       773       15/09/2025    I        BEA.SC                             15/09/2025    
